lecNumber,lecClassName,연계,lecClassification,lecCredit,lecWeekHours,lecProfessor,lecTime,others,연계전공,분반_원본,외국인재학생,국내재학생,체육특기자,재수강용,타학과수강불가,학년,분반_최종
1140-3-4942-02,단위조작이론및실험2,,전필,3,4,윤도영,"화0,1,2",,,,,,,,,,
1140-3-4942-03,단위조작이론및실험2,,전필,3,4,이택,"목0,1,2",영어50?,,,,,,,,,
1140-3-5480-01,산업생물공학,,전선,3,3,유하영,"월6,7,8","영어50,PBL강의",,,,,,,,,
1140-3-9721-01,캡스톤설계기초,,전선,3,3,박철환,"화5,6","영어50,PBL강의",,,,,,,,,
1140-4-1128-01,유기공업화학,,전선,3,3,김대흠,"월6,수5",,,,,,,,,,
1140-4-9176-01,분리공정,,전선,3,3,박세규,"금5,6","영어50,원격수업50이상,세미나강 의",,,,,,,,,
1140-4-9177-01,고분자공정이론및실험,,전선,3,4,김대흠,"목5,6,7",,,,,,,,,,
1140-4-9177-02,고분자공정이론및실험,,전선,3,4,이기원,"화5,6,7",,,,,,,,,,
1160-2-1234-01,진로탐색및설계,,전선,1,2,장민,"월7,8",원격수업100?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1160-2-1960-01,환경유기화학,,전선,3,3,장민,"월5,6",영어50?,,,,,,,,,
1160-2-3131-01,환경반응공학,,전선,3,3,장윤영,"화3,목4",영어70?,,,,,,,,,
1160-2-4880-01,수리학,,전선,3,3,이영수,"목5,6",영어50?,,,,,,,,,
1160-2-5485-01,환경분석실험,,전선,3,4,종초은,"화5,6,7",영어50?,,,,,,,,,
1160-2-8494-01,환경전산프로그래밍및실습,,전선,3,3,유경선,"화4,목3",영어50?,,,,,,,,,
1160-2-8495-01,환경경제학,,전선,3,3,강선홍,"월3,수4",영어50?,,,,,,,,,
1160-3-0404-01,대기오염방지시설설계,,전선,3,3,유경선,"화3,목4",영어50?,,,,,,,,,
1160-3-0861-01,수질관리,,전필,3,3,이영수,"금3,4",영어50?,,,,,,,,,
1160-3-2750-01,오염토양정화기술,,전필,3,3,장윤영,"화4,목3",영어70?,,,,,,,,,
1160-3-4662-01,폐기물처리공학,,전선,3,3,양재규,"월3,수4",영어50?,,,,,,,,,
1160-3-5018-01,생물학적수처리,,전필,3,3,강선홍,"월4,수3",영어50?,,,,,,,,,
1160-3-5020-01,환경공정실험,,전선,3,4,최유림,"목5,6,7",영어50?,,,,,,,,,
1160-3-5694-01,경력개발과취업전략,,전선,2,2,이영수,"수6,7",영어50?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1160-3-8497-01,환경플랜트실무,,전선,3,3,,"금5,6",PBL강의,,,,,,,,,
1160-4-4070-01,환경생태공학,,전선,3,3,코두루,"월4,수3",영어100?,,,,,,,,,
1160-4-4163-01,캡스톤설계,,전선,3,3,장민,"수5,6","영어50,TBL강의",,,,,,,,,
1160-4-8500-01,환경Issue발표및연습,,전선,3,3,이영수,"화5,6","영어50,세미나강의",,,,,,,,,
1170-1-2957-01,공학설계입문,,전선,3,3,최창호,"월3,4",TBL강의,,A2,,,,,,,A2
1170-1-2957-02,공학설계입문,,전선,3,3,최창호,"월5,6",TBL강의,,A2,,,,,,,A2
1170-2-0052-01,건설공법및실습,,전선,3,4,,"목5,6,7",,,,,,,,,,
1170-2-0277-01,구조역학2,,전선,3,4,양원직,"화1,2,3",,,,,,,,,,
1170-2-1234-01,진로탐색및설계,,전선,1,2,양원직,목2,원격수업100?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1170-2-2056-01,건축환경2,,전필,3,3,김지혜,수3,원격수업50이상,,,,,,,,,
1170-2-3859-01,건축사,,전선,3,3,,"금3,4",,,,,,,,,,
1170-2-4940-01,건축설계및도서작성2,,전선,3,6,김영진,"화5,6,7,8,9",PBL강의,,,,,,,,,
1170-2-4940-02,건축설계및도서작성2,,전선,3,6,김학수,"화5,6,7,8,9",PBL강의,,,,,,,,,
1170-2-4940-03,건축설계및도서작성2,,전선,3,6,양재석,"화5,6,7,8,9",PBL강의,,,,,,,,,
1170-3-1591-01,철골구조,,전필,3,3,김재요,"월4,수3",,,,,,,,,,
1170-3-2928-01,철근콘크리트구조2,,전선,3,3,양원직,"목3,4",,,,,,,,,,
1170-3-3550-01,건축환경조절시스템,,전선,3,4,김지혜,"화5,6,7",TBL강의,,,,,,,,,
1170-3-3551-01,건축설비2,,전선,3,3,최창호,"월1,2",,,,,,,,,,
1170-3-3555-01,건축공정관리,,전선,3,3,김창덕,"월5,6",,,,,,,,,,
1170-3-4504-01,건설프로젝트파이낸싱,,전선,3,3,이슬기,수2,원격수업50이상,,,,,,,,,
1170-3-5339-01,건축계획및법규2,,전선,3,3,김민경,"금1,2",,,,,,,,,,
1170-4-9174-01,건축종합논문,,전선,3,4,김지혜,"수5,6,7",,,,,,,,,,
1270-1-3699-01,기초설계2,,전필,6,10,조성용,"월3,4,5,6,목
2,3,4,5","영어50,PBL강의",,A1,,,,,,,A1
1270-1-3699-02,기초설계2,,전필,6,10,신용기,"월3,4,5,6,목
2,3,4,5","영어50,PBL강의",,,,,,,,,
1270-1-3699-03,기초설계2,,전필,6,10,고진혁,"월3,4,5,6,목
2,3,4,5","영어50,PBL강의",,,,,,,,,
1270-1-3837-01,다차원디지털디자인,,전선,3,3,이상희,"수3,4",,,A1,,,,,,,A1
1270-1-3838-01,주거론,,전필,3,3,김진모,"화3,4",,,A1,,,,,,,A1
1270-1-7830-01,건축표현기법,,전선,3,3,채철균,"화1,2",PBL강의,,A1,,,,,,,A1
1270-2-0067-01,건축법규,,전필,3,3,,"목7,8,9",,,,,,,,,,
1270-2-0069-01,건축설계2,,전필,6,10,김진모,"월3,4,5,6,목
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-2-0069-02,건축설계2,,전필,6,10,장세환,"월3,4,5,6,목
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-2-0069-03,건축설계2,,전필,6,10,김진수,"월3,4,5,6,목
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-2-0275-01,구조역학,,전필,3,3,양원직,"수1,2",,,,,,,,,,
1270-2-4991-01,서양근대건축사,,전선,3,3,서유진,"수3,4",,,,,,,,,,
1270-3-1783-01,한국건축사,,전필,3,3,우성훈,"화1,2",,,,,,,,,,
1270-3-2011-01,건축설계4,,전필,6,10,채철균,"월3,4,5,6,목
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-3-2011-02,건축설계4,,전필,6,10,윤종인,"월3,4,5,6,목
3,4,5,6",영어50?,,,,,,,,,
1270-3-2011-03,건축설계4,,전필,6,10,최재혁,"월3,4,5,6,목
3,4,5,6",영어50?,,,,,,,,,
1270-3-4550-01,건축시공,,전필,3,3,백영수,"화7,8,9",,,,,,,,,,
1270-3-7734-01,건축과사회문화,,전선,3,3,조성용,"화4,5",,,,,,,,,,
1270-3-9626-01,BIM설계,,전선,3,3,신해철,"수1,2",,,,,,,,,,
1270-4-0071-01,건축설비,,전필,3,3,이용광,"수5,6",,,,,,,,,,
1270-4-2767-01,건축설계6,,전필,6,10,이상희,"화3,4,5,6,금
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-4-2767-02,건축설계6,,전필,6,10,박열,"화3,4,5,6,금
3,4,5,6",영어50?,,,,,,,,,
1270-4-2767-03,건축설계6,,전필,6,10,임상진,"화3,4,5,6,금
3,4,5,6",영어50?,,,,,,,,,
1270-4-2767-04,건축설계6,,전필,6,10,권웅규,"화3,4,5,6,금
3,4,5,6",영어50?,,,,,,,,,
1270-4-4547-01,도시계획론,,전선,3,3,박열,"월5,6",,,,,,,,,,
1270-4-5694-01,경력개발과취업전략,,전선,2,2,박열,"수6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1270-5-5012-01,건축설계8,,전필,6,10,서유진,"화3,4,5,6,금
3,4,5,6","영어50,PBL강의",,,,,,,,,
1270-5-5012-02,건축설계8,,전필,6,10,김명재,"화3,4,5,6,금
3,4,5,6",영어50?,,,,,,,,,
1270-5-5012-03,건축설계8,,전필,6,10,김정구,"화3,4,5,6,금
3,4,5,6",영어50?,,,,,,,,,
1270-5-9171-01,건축실무와윤리,,전필,3,3,박세희,"금1,2",,,,,,,,,,
6000-1-3095-01,융합적사고와글쓰기,,교필,3,3,추선진,"월6,수5",,,"자연대공통 (N1~N5, P1)",,,,,,,"N1,N2,N3,N4,N5,P1"
6000-1-3095-02,융합적사고와글쓰기,,교필,3,3,소유정,"화5,목6",,,,,,,,,,
6000-1-3095-03,융합적사고와글쓰기,,교필,3,3,이혜정,"화6,목5",,,,,,,,,,
6000-1-3095-04,융합적사고와글쓰기,,교필,3,3,손미영,"금1,2",,,,,,,,,,
6000-1-3095-05,융합적사고와글쓰기,,교필,3,3,,"금3,4",,,,,,,,,,
6000-1-3095-06,융합적사고와글쓰기,,교필,3,3,정우신,"금5,6",,,,,,,,,,
6000-1-8610-01,프로그래밍기초,,교필,3,3,문만기,"월3,수4",,,수학(N1),,,,,,,N1
6000-1-8610-02,프로그래밍기초,,교필,3,3,정진범,"월2,수1",,,물리(N2),,,,,,,N2
6000-1-8610-03,프로그래밍기초,,교필,3,3,정진범,"월1,수2",,,"수학,물리,화학
(N1,N3,N5)",,,,,,,"N1,N3,N5"
6000-1-8610-04,프로그래밍기초,,교필,3,3,김수영,"월4,수3",,,화학(N4),,,,,,,N4
6000-1-8610-05,프로그래밍기초,,교필,3,3,김태현,"월5,수6",,,스포츠(P1),,,,,,,P1
0000-1-4626-22,대학수학및연습2,,교선,3,3,이종우,"화3,목4",,,수학(N1),,,,,,,N1
0000-1-4626-23,대학수학및연습2,,교선,3,3,이현석,"화3,목4",,,"전자바이오물리
(N2,N3)",,,,,,,"N2,N3"
0000-1-4626-24,대학수학및연습2,,교선,3,3,정계선,"화6,목5",,,"화학(N4,N5)",,,,,,,"N4,N5"
0000-1-4625-01,대학수학및연습1,,교선,3,3,박지연,"화7,8,9",,,재수강용,,,,TRUE,,,
0000-1-4627-05,벡터해석학및연습,,교선,3,3,최종성,"화4,목3",,,자연대 1학년,,,,,,1,
0000-1-5221-01,일반물리및실험2,,교선,4,5,최은하,"월3,화5,6,수4",,,"전자바이오물리학과
(N2,N3)",,,,,,,"N2,N3"
0000-1-5221-02,일반물리및실험2,,교선,4,5,정란주,"월2,5,6,수1",,,"화학과
(N4,N5)",,,,,,,"N4,N5"
0000-1-1224-01,일반화학및실험2,,교선,4,5,손성윤,"월4,수3,5,6",PBL강의,,"전자바이오물리학과
(N2,N3)",,,,,,,"N2,N3"
0000-1-1224-02,일반화학및실험2,,교선,4,5,손성윤,"화3,목1,2,4",PBL강의,,"화학과
(N4,N5)",,,,,,,"N4,N5"
6030-1-1586-01,집합론,,전선,3,3,김태균,"화5,목6",영어50?,,N1,,,,,,,N1
6030-1-8501-01,계산수학및프로그래밍,,전선,3,3,이진우,"월4,수3",PBL강의,,N1,,,,,,,N1
6030-2-0608-01,미분기하학,,전선,3,3,최윤철,"월3,수4",,,,,,,,,,
6030-2-0821-01,선형대수학2,,전선,3,3,송영권,"금3,4",영어50?,,,,,,,,,
6030-2-0876-01,수치해석1,,전선,3,3,이현근,"화6,목5",영어70?,,,,,,,,,
6030-2-1823-01,해석학2,,전선,3,3,이흥수,"화4,목3",영어50?,,,,,,,,,
6030-2-4562-01,다변수해석학,,전선,3,3,이흥수,"화2,목1",영어50?,,,,,,,,,
6030-3-1122-01,위상수학2,,전선,3,3,최윤철,"월5,수6",,,,,,,,,,
6030-3-1743-01,편미분방정식론,,전선,3,3,이종우,"화5,목6",영어50?,,,,,,,,,
6030-3-1864-01,현대대수학2,,전선,3,3,송영권,"월3,수4",영어50?,,,,,,,,,
6030-3-4265-01,복소해석학2,,전선,3,3,이흥수,"화6,목5",영어50?,,,,,,,,,
6030-3-8277-01,조합수학,,전선,3,3,김상목,"월1,수2",영어50?,,,,,,,,,
6030-3-8502-01,확률론개론,,전선,3,3,이호석,"월4,수3",,,,,,,,,,
6030-3-8505-01,빅데이터기계학습,,전선,3,3,이진우,"토1,2","원격수업100,TBL강의",,,,,,,,,
6030-4-1161-01,응용수학특강,,전선,3,3,이종우,"금3,4",영어50?,,,,,,,,,
6030-4-4992-01,응용대수학,,전선,3,3,김태균,"화3,목4",영어50?,,,,,,,,,
6030-4-8276-01,수론특강,,전선,3,3,김태균,수4,"영어50,원격수업100?",,,,,,,,,
6030-4-8278-01,금융수학특론,,전선,3,3,이호석,"월6,수5",영어50?,,,,,,,,,
6030-4-8503-01,조합수학심화세미나,,전선,3,3,김상목,"월2,수1","영어50,세미나강의",,,,,,,,,
6050-2-0722-01,분석화학2,,전선,3,3,김양래,"화4,목3",영어50?,,,,,,,,,
6050-2-0799-01,생화학,,전선,3,3,장홍제,"월1,수2",영어50?,,,,,,,,,
6050-2-0984-01,양자화학1,,전선,3,3,신재호,"월3,수4",영어50?,,,,,,,,,
6050-2-1136-01,유기화학2,,전필,3,3,전흥배,"월4,수3",영어50?,,,,,,,,,
6050-2-4903-01,IoT헬스케어서비스제품개발실무,,전선,2,5,김양래,"수7,8,9","영어50,원격수업50이상",,집중이수제 교과목,,,,,,,
6050-2-9646-01,유기반응디자인및실험2,,전선,3,5,손성윤,"월2,화0,1,2",,,,,,,,,,
6050-2-9646-02,유기반응디자인및실험2,,전선,3,5,전흥배,"월2,화5,6,7",,,,,,,,,,
6050-2-9646-03,유기반응디자인및실험2,,전선,3,5,이윤미,"월2,목0,1,2",,,,,,,,,,
6050-3-0527-01,무기화학2,,전선,3,3,장홍제,"화4,목3",영어50?,,,,,,,,,
6050-3-1933-01,화학동력학,,전선,3,3,김진현,"월4,수3",영어50?,,,,,,,,,
6050-3-2848-01,신소재화학2,,전선,3,3,김인태,"화3,목4",영어50?,,,,,,,,,
6050-3-7416-01,생유기화학,,전선,3,3,이윤미,"월3,수4",,,,,,,,,,
6050-3-7708-01,화학콜로키움,,전선,3,3,장홍제,"화5,목6",세미나강의,,,,,,,,,
6050-3-9648-01,화학분석이론및실험2,,전선,3,5,김양래,"월5,6,7,화7",,,,,,,,,,
6050-3-9648-02,화학분석이론및실험2,,전선,3,5,신재호,"화7,수0,1,2",,,,,,,,,,
6050-4-2850-01,유기분광학,,전선,3,3,김인태,"화6,목5",영어50?,,,,,,,,,
6050-4-3725-01,에너지소재화학,,전선,3,3,사영진,"월6,수5",영어50?,,,,,,,,,
6050-4-4163-01,캡스톤설계,,전선,3,3,신재호,"금3,4",TBL강의,,,,,,,,,
6050-4-9650-01,복합재료화학이론및실험2,,전선,3,5,김인태,"월7,금0,1,2",,,,,,,,,,
6050-4-9650-02,복합재료화학이론및실험2,,전선,3,5,사영진,"월7,금5,6,7",,,,,,,,,,
6050-4-9651-01,4차산업과화학,,전선,3,3,신재호,"월4,수3",영어50?,,,,,,,,,
6100-2-0582-01,물리학개론,,전선,3,3,권기청,"화3,목4",영어50?,,,,,,,,,
6100-2-1411-01,전자기학1,,전필,3,3,정란주,"월4,수3",영어50?,,,,,,,,,
6100-2-1459-01,전자학2,,전선,3,3,최은하,"화1,목2",영어50?,,,,,,,,,
6100-2-1461-01,전자학실험2,,전선,2,4,최은하,"수7,8,9,10",영어50?,,,,,,,,,
6100-2-4566-01,물리수학2,,전선,3,3,서윤호,월2,"영어50,원격수업50이상",,,,,,,,,
6100-2-9642-01,생체재료학,,전선,3,3,박봉주,"금5,6",영어50?,,,,,,,,,
6100-2-9723-01,양자물리개론,,전선,3,3,조재원,"화6,목5",영어50?,,,,,,,,,
6100-3-0241-01,광학,,전선,3,3,박병주,"화5,목6",영어50?,,,,,,,,,
6100-3-0636-01,반도체소자물리학2,,전선,3,3,조재원,"화4,목3",영어50?,,,,,,,,,
6100-3-2871-01,마이크로파물리학,,전선,3,3,이현규,"월3,수4",영어50?,,,,,,,,,
6100-3-4071-01,디지털회로설계2,,전선,3,3,김윤기,"월5,수6",영어50?,,,,,,,,,
6100-3-4568-01,광전자실험,,전선,3,6,김윤기,"금5,6,7,8,9",영어50?,,,,,,,,,
6100-3-4569-01,정보디스플레이개론,,전선,3,3,박병주,"화3,목4",영어50?,,,,,,,,,
6100-3-9644-01,바이오환경물리학,,전선,3,3,박경순,"월6,수5",영어50?,,,,,,,,,
6100-4-2302-01,플라즈마물리학,,전선,3,3,권기청,"화4,목3",영어50?,,,,,,,,,
6100-4-4572-01,디스플레이소자실험,,전선,2,4,박병주,"화7,8,9,10",영어50?,,,,,,,,,
6100-4-5694-01,경력개발과취업전략,,전선,2,2,권기청,"수6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
6100-4-6549-01,학부논문연구2,,전선,1,3,박병주,"목7,8,9",영어50?,,,,,,,,,
6130-1-4462-01,오리엔티어링2,,전선,2,2,이옥진,"목5,6",,,P1,,,,,,,P1
6130-1-4462-02,오리엔티어링2,,전선,2,2,이옥진,"화1,2",,,체육특기자만 수강가능,,,TRUE,,,,
6130-1-4463-01,운동발달,,전선,3,3,이옥진,"화5,6",영어50?,,P1,,,,,,,P1
6130-1-4463-02,운동발달,,전선,3,3,이옥진,"화7,8,9",,,체육특기자만 수강가능,,,TRUE,,,,
6130-2-2346-01,운동생리학,,전필,3,3,김희재,"화5,6",,,,,,,,,,
6130-2-2346-02,운동생리학,,전필,3,3,김희재,"화10,11,12",,,체육특기자만 수강가능,,,TRUE,,,,
6130-2-3217-01,트레이닝방법론,,전필,3,3,박석,"수3,4",TBL강의,,,,,,,,,
6130-2-3217-02,트레이닝방법론,,전필,3,3,노기웅,"목7,8,9",TBL강의,,체육특기자만 수강가능,,,TRUE,,,,
6130-2-5492-01,스포츠미디어,,전선,3,3,구송광,"수5,6",,,,,,,,,,
6130-2-5492-02,스포츠미디어,,전선,3,3,이경훈,"수7,8,9","영어50,원격수업100?",,체육특기자만 수강가능,,,TRUE,,,,
6130-2-6551-01,전공축구2,,전선,3,3,남용우,"목1,2",,,,,,,,,,
6130-2-6552-01,운동학습및제어,,전선,3,3,이옥진,"목3,4",영어50?,,,,,,,,,
6130-2-8511-01,라켓스포츠2,,전선,3,3,최철순,"목5,6",일본어50?,,,,,,,,,
6130-2-8511-02,라켓스포츠2,,전선,3,3,최철순,"화7,8,9",일본어50?,,체육특기자만 수강가능,,,TRUE,,,,
6130-2-9654-01,스포츠정보,,전선,3,3,이효근,"화3,4",,,,,,,,,,
6130-2-9654-02,스포츠정보,,전선,3,3,이효근,"월7,8,9",,,체육특기자만 수강가능,,,TRUE,,,,
6130-3-3728-01,스포츠손상및재활,,전선,3,3,이진,"수1,2",,,,,,,,,,
6130-3-5268-01,전공골프2,,전선,3,3,김재형,"월3,4",,,,,,,,,,
6130-3-5268-02,전공골프2,,전선,3,3,이경훈,"월10,11,12",,,체육특기자만 수강가능,,,TRUE,,,,
6130-3-5493-01,동계스포츠,,전선,3,3,최철순,"화3,4",일본어50?,,,,,,,,,
6130-3-5493-02,동계스포츠,,전선,3,3,최철순,"목7,8,9",일본어50?,,체육특기자만 수강가능,,,TRUE,,,,
6130-3-7378-01,스포츠카운셀링,,전선,3,3,한지영,"목3,4",,,,,,,,,,
6130-3-7831-01,스포츠산업학,,전선,3,3,이민섭,"금3,4",,,,,,,,,,
6130-3-8510-01,노인체육,,전필,3,3,구송광,"수3,4",,,,,,,,,,
6130-3-8510-02,노인체육,,전필,3,3,이경훈,"월7,8,9","영어50,원격수업100?",,체육특기자만 수강가능,,,TRUE,,,,
6130-4-3729-01,스포츠복지,,전선,3,3,이효근,"월3,4",,,,,,,,,,
6130-4-4130-01,스포츠행정관리,,전선,3,3,임병호,"월5,6",,,,,,,,,,
6130-4-5022-01,현장실습2,,전선,3,3,최석환,"목3,4",,,,,,,,,,
6130-4-5022-02,현장실습2,,전선,3,3,이경훈,"수10,11,12",,,체육특기자만 수강가능,,,TRUE,,,,
6130-4-6554-01,운동검사및처방,,전선,3,3,박석,"수5,6",,,,,,,,,,
6120-2-1763-01,프로그래밍언어1,,전필,3,3,조수영,"화9,10,11",,,,,,,,,,
6120-2-3194-01,네트워크해킹과보안,,전선,3,3,변정수,"토1,2",,,,,,,,,,
6120-2-7424-01,게임학의이해,,전선,3,3,정형원,"토5,6",,,,,,,,,,
6120-2-9182-01,논리시스템,,전선,3,3,손광철,"토3,4",,,,,,,,,,
6120-3-3197-01,시스템해킹과보안,,전선,3,3,이장원,토87,원격수업100?,,,,,,,,,
6120-3-4477-01,콘텐츠기획실습,,전선,3,3,정형원,"수9,10,11",,,,,,,,,,
6120-3-4478-01,콘텐츠영상제작,,전선,3,3,조수영,"토3,4",,,,,,,,,,
6120-3-7835-01,프로그래밍의실습,,전선,3,4,조수영,"토0,1,2",,,,,,,,,,
6120-3-7837-01,디지털사운드,,전선,3,3,홍순일,"토5,6",,,,,,,,,,
6120-4-3199-01,시스템보안실습,,전선,3,4,,"수8,토3,4",,,,,,,,,,
6120-4-4481-01,IT정책과관리,,전선,3,3,심선애,"화9,10,11",PBL강의,,,,,,,,,
6120-4-7892-01,모바일앱기획및제작,,전선,3,3,정미아,"토1,2",,,,,,,,,,
6120-4-7894-01,게임디자인,,전선,3,3,정형원,,원격수업100?,,,,,,,,,
6120-4-7898-01,실무프로젝트2,,전선,3,3,손광철,"토5,6",,,,,,,,,,
3000-1-3362-01,대학영어,,교필,3,3,박소현,"월1,수2",,,"인문사회과학대학 공통 (R1~R5,M1~M2)",,,,,,,"M1,M2,R1,R2,R3,R4,R5"
3000-1-3362-02,대학영어,,교필,3,3,박미경,"월2,수1",,,,,,,,,,
3000-1-3362-03,대학영어,,교필,3,3,유수진,"월3,수4",,,,,,,,,,
3000-1-3362-04,대학영어,,교필,3,3,이현경,"월4,수3",,,,,,,,,,
3000-1-3362-05,대학영어,,교필,3,3,최정윤,"월5,수6",,,,,,,,,,
3000-1-3362-06,대학영어,,교필,3,3,이종국,"월6,수5",,,,,,,,,,
3000-1-3362-07,대학영어,,교필,3,3,김지희,"금3,4",,,,,,,,,,
3000-1-3362-08,대학영어,,교필,3,3,고현아,"금5,6",,,,,,,,,,
3000-1-8610-01,프로그래밍기초,,교필,3,3,스레스터바누,"화1,목2",,,국문(R1),,,,,,,R1
3000-1-8610-02,프로그래밍기초,,교필,3,3,스레스터바누,"화2,목1",,,영산(R2),,,,,,,R2
3000-1-8610-03,프로그래밍기초,,교필,3,3,이롤랜드,"화3,목4",영어100?,,산심(R3),,,,,,,R3
3000-1-8610-04,프로그래밍기초,,교필,3,3,이롤랜드,"화4,목3",영어100?,,미디어(M1),,,,,,,M1
3000-1-8610-05,프로그래밍기초,,교필,3,3,이롤랜드,"화5,목6",영어100?,,미디어(M2),,,,,,,M2
3000-1-8610-06,프로그래밍기초,,교필,3,3,정태원,"화6,목5",,,동문산(R4),,,,,,,R4
3000-1-8610-07,프로그래밍기초,,교필,3,3,김덕은,"금1,2",,,동문산(R5),,,,,,,R5
3040-1-3732-01,국어와언어분석,,전선,3,3,박성현,"월6,수5",PBL강의,,R1,,,,,,,R1
3040-1-4074-01,문학과타예술,,전선,3,3,장석원,"월5,수6",,,R1,,,,,,,R1
3040-1-4077-01,기초한문2,,전선,3,3,김기엽,"월4,수3",,,R1,,,,,,,R1
3040-1-9705-01,한국현대문학전공기초,,전필,3,3,채상우,"금3,4",외국인전용,,외국인만 수강가능,True,False,,,,,
3040-2-0272-01,구비문학론,,전선,3,3,김기엽,"화3,목4",,,,,,,,,,
3040-2-2779-01,국어음운의이해,,전선,3,3,김소영,"화2,목1",,,,,,,,,,
3040-2-4994-01,옛이야기의상상력,,전선,3,3,강혜진,"화4,목3",,,,,,,,,,
3040-2-6567-01,현대문학창작연습,,전선,3,3,장석원,"월4,수3",TBL강의,,,,,,,,,
3040-3-0173-01,고전문학사,,전필,3,3,강혜진,"월3,수4",,,,,,,,,,
3040-3-0173-02,고전문학사,,전필,3,3,김기엽,"월3,수4",외국인전용,,외국인만 수강가능,True,False,,,,,
3040-3-1884-01,현대시론,,전선,3,3,장석원,"월6,수5",,,,,,,,,,
3040-3-2331-01,한국문학과세계문학,,전선,3,3,고명철,"화6,목5",,,,,,,,,,
3040-3-5694-01,경력개발과취업전략,,전선,2,2,김소영,"금6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
3040-3-6960-01,훈민정음과중세국어,,전선,3,3,김소영,"화4,목3",,,,,,,,,,
3040-4-3737-01,디지털시대의국어,,전선,3,3,김소영,"금3,4",,,,,,,,,,
3040-4-4995-01,옛글과콘텐츠기획,,전선,3,3,강혜진,"화3,목4",,,,,,,,,,
3040-4-6919-01,현대문학세미나,,전선,3,3,고명철,"화5,목6",세미나강의,,,,,,,,,
3220-1-9734-01,영미문학과사회읽기,,전선,3,3,김홍기,"화6,목5",영어50?,,R2,,,,,,,R2
3220-2-3204-01,언어습득,,전선,3,3,이일재,"월4,수3",영어50?,,,,,,,,,
3220-2-3205-01,영어어휘지도,,전선,3,3,임효정,"화2,목1",영어50?,,,,,,,,,
3220-2-3741-01,영어와통계,,전필,3,3,임효정,"화1,목2",영어50?,,,,,,,,,
3220-2-5298-01,그래픽내러티브,,전선,3,3,신승한,"화6,목5",영어50?,,,,,,,,,
3220-2-8522-01,영화와영미문화,,전선,3,3,신승한,"화5,목6","영어50,PBL강의",,,,,,,,,
3220-2-9192-01,마케팅내러티브,,전선,3,3,김홍기,"화4,목3",영어50?,,,,,,,,,
3220-3-3235-01,현대영문법특강,,전선,3,3,김선웅,"월5,수6",영어50?,,,,,,,,,
3220-3-5694-01,경력개발과취업전략,,전선,2,2,임효정,"금6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
3220-3-5881-01,영미드라마와실용영어,,전선,3,3,신승한,"화2,목1",영어50?,,,,,,,,,
3220-3-9198-01,코퍼스영어학,,전선,3,3,손가연,"화3,목4","영어50,TBL강의",,,,,,,,,
3220-4-5248-01,언어와사회,,전선,3,3,이일재,"월6,수5",영어50?,,,,,,,,,
3220-4-8525-01,세계의영어,,전선,3,3,김선웅,"월3,수4",영어50?,,,,,,,,,
3220-4-9191-01,영어발표와토론,,전선,3,3,브라이언,"월4,수3",영어100?,,,,,,,,,
3110-1-0960-01,심리학개론2,,전선,3,3,이형철,"화4,목3",,,R3,,,,,,,R3
3110-2-0750-01,사회심리학,,전선,3,3,이병관,"월4,수3",,,,,,,,,,
3110-2-0954-01,실험심리학,,전필,3,3,이형철,"화6,목5",TBL강의,,,,,,,,,
3110-2-1533-01,조사방법론,,전선,3,3,유태용,"월3,수4",,,,,,,,,,
3110-2-1542-01,조직심리학,,전필,3,3,한태영,"화3,목4",PBL강의,,,,,,,,,
3110-2-1667-01,컴퓨터통계분석,,전선,3,3,임혜빈,수2,원격수업50이상,,,,,,,,,
3110-3-0836-01,소비자심리학,,전선,3,3,이병관,"월6,수5","원격수업50이상,TBL강의",,,,,,,,,
3110-3-2358-01,인지공학심리학,,전선,3,3,이국희,"금5,6",,,,,,,,,,
3110-3-4233-01,상담이론과실제,,전선,3,3,이상희,"화4,목3",,,,,,,,,,
3110-3-4465-01,인적자원개발,,전선,3,3,유태용,"월5,수6",,,,,,,,,,
3110-3-8067-01,산업조직동기관리,,전선,3,3,한태영,"화5,목6",,,,,,,,,,
3110-3-8527-01,리더십코칭,,전선,3,3,하규영,"월3,수4",,,,,,,,,,
3110-3-9200-01,판단과의사결정,,전선,3,3,임혜빈,"금1,2",세미나강의,,,,,,,,,
3110-4-3605-01,심리검사,,전선,3,3,홍민성,"금3,4",,,,,,,,,,
3110-4-4231-01,집단상담,,전선,3,3,이운경,"금1,2",,,,,,,,,,
3110-4-4234-01,가족상담,,전선,3,3,이상희,"화3,목4",,,,,,,,,,
3110-4-4617-01,행동수정,,전선,3,3,서유란,"수5,6",,,,,,,,,,
